drug_name,drugbank_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
rimonabant,DB06155,Obesity,C0028754,NCT00547118,Terminated,Phase 2,Withdrawn due to medication withdrawal from the EMEA
aprepitant,DB00673,Nausea,C0027497,NCT01405924,Terminated,Phase 2,Low enrollment
abciximab,DB00054,Acute myocardial infarction,C0155626,NCT00894023,Terminated,Phase 3,the study was stopped because the sample size was very difficult to achieve.
,DB00987,Acute lymphoblastic leukemia - category,C1531702,NCT00439296,Terminated,Phase 1/Phase 2,The study was stopped due to poor accrual and lack of funding.
vinorelbine,DB00361,Malignant neoplasm of breast,C0006142,NCT00694200,Terminated,Phase 2,Not reached the statistical hypothesis at the interim analysis
,DB00704,COVID19 (disease),C5203670,NCT04365985,Terminated,Phase 2,"Because of the decrease in COVID cases, enrollment is extremely low. Given the current study design, it is not possible to gather data necessary to answer the question about whether study treatment reduces mortality"
oxycodone,DB00497,Pain,C0030193,NCT01094262,Terminated,Phase 2,Logistic reasons associated with the FDA-imposed clinical hold.
denosumab,DB06643,Malignant neoplasm of breast,C0006142,NCT01077154,Terminated,Phase 3,Terminated: Amgen decision following Primary Analysis. Not due to safety reason
methotrexate,DB00563,Rheumatoid Arthritis,C0003873,NCT00920608,Withdrawn,Phase 1,
bosentan,DB00559,Persistent Fetal Circulation Syndrome,C0031190,NCT01389856,Terminated,Phase 3,To be compliant with the timelines as agreed with Paediatric Committee (PC) within the Paediatric Investigational Plan
tapentadol,DB06204,Chronic pain,C0150055,NCT00986258,Terminated,Phase 3,"This clinical trial was terminated early, due to slow recruitment and study drug shortages."
letrozole,DB01006,Malignant neoplasm of breast,C0006142,NCT00935558,Withdrawn,Phase 2,no patients enrolled
zoledronic acid,DB00399,Osteoporosis,C0029456,NCT01426555,Terminated,Phase 2/Phase 3,Incomplete data set & analysis
alprostadil,DB00770,Pulmonary Hypertension,C0020542,NCT00598429,Withdrawn,Phase 2,Withdrawn due to lack of recruitment
,DB00207,COVID19 (disease),C5203670,NCT04336332,Terminated,Phase 2,Ineffectiveness of treatment
,DB00864,Lupus Nephritis,C0024143,NCT01342016,Terminated,Phase 3,Due to safety concern of active control drug
,DB00482,Pain,C0030193,NCT00305643,Terminated,Phase 3,Terminated due to low accrual. No data analyzed.
atorvastatin,DB01076,Hypercholesterolemia,C0020443,NCT00741715,Terminated,Phase 3,AVE5530 in hypercholesterolemia was stopped due to insufficient efficacy
letrozole,DB01006,Malignant neoplasm of breast,C0006142,NCT04191382,Terminated,Phase 2,early discontinuation based on strategic sponsor decision not driven by any safety concerns
topiramate,DB00273,Parkinson Disease,C0030567,NCT00296959,Terminated,Phase 2,early termination due to slow recruitment
azithromycin,DB00207,Meibomian gland dysfunction,C1275684,NCT01797107,Withdrawn,Phase 2,Lack of enrollment
melphalan,DB01042,Malignant neoplasm of breast,C0006142,NCT00074269,Terminated,Phase 2,Terminated early due to poor enrollment
hydroxychloroquine,DB01611,COVID19 (disease),C5203670,NCT04389359,Withdrawn,Phase 2/Phase 3,Regulatory approvals not received
midazolam,DB00683,Bipolar Disorder,C0005586,NCT02351869,Terminated,Phase 2,This study was terminated due to COVID-19 pandemic-related halting of recruitment in the context of an upcoming replacement of the study MRI scanner.
ketamine,DB01221,Major Depressive Disorder,C1269683,NCT01957410,Terminated,Phase 2,Clinical Team decision to terminate the study after the results from Cohort 1 did not support conducting Cohort 2.
quetiapine,DB01224,Bipolar Disorder,C0005586,NCT00486798,Terminated,Phase 3,study was not ethically acceptable to continue and therefore it was finally stopped
everolimus,DB01590,Malignant neoplasm of breast,C0006142,NCT00855114,Withdrawn,Phase 2,Withdrawn due to no accrual
letrozole,DB01006,Malignant neoplasm of breast,C0006142,NCT02585388,Terminated,Phase 2,Treatment toxicity
,DB00531,Wolman Disease,C0043208,NCT00668564,Terminated,Phase 2,Replaced by another study
,DB00945,Malignant neoplasm of breast,C0006142,NCT04038489,Withdrawn,Phase 2,Lack of accrual
,DB00921,Degenerative polyarthritis,C0029408,NCT00312221,Terminated,Phase 3,terminated early for administrative reasons unrelated to safety or efficacy
melphalan,DB01042,Multiple Myeloma,C0026764,NCT00573391,Terminated,Phase 3,low accrual
amiodarone,DB01118,Atrial Fibrillation,C0004238,NCT00589303,Terminated,Phase 3,Lack of funding
,DB00776,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
mechlorethamine,DB00888,Primary Myelofibrosis,C0001815,NCT02528877,Withdrawn,Phase 1,The study design was revised so a new protocol will be opened.
etodolac,DB00749,Multiple Myeloma,C0026764,NCT00293111,Terminated,Phase 2,
,DB00987,Aplastic Anemia,C0002874,NCT01500161,Terminated,Phase 2,Insufficient accruals
,DB00977,Bulimia Nervosa,C2267227,NCT04278755,Terminated,Phase 2,Halted prematurely due to COVID-19-related enrollment challenges.
cyclophosphamide,DB00531,Neuroblastoma,C0027819,NCT00698009,Terminated,Phase 2,Slow accrual.
brimonidine,DB00484,"Glaucoma, Open-Angle",C0017612,NCT00961649,Terminated,Phase 2,
pioglitazone,DB01132,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,NCT00543959,Terminated,Phase 2,This study is being discontinued based on data suggesting that none of the doses tested demonstrated both glycemic & body fluid benefits vs. the comparitor
,DB02600,Influenza,C0021400,NCT01546935,Withdrawn,Phase 2/Phase 3,Study drugs (Oseltamivir suspension from Roche) were unavailable
rabeprazole,DB01129,Gastroesophageal reflux disease,C0017168,NCT01391715,Withdrawn,Phase 3,patients could not be recuited within study duration
,DB00989,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
,DB01242,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
,DB00997,Malignant neoplasm of breast,C0006142,NCT01227408,Withdrawn,Phase 2,Sponsor withdrew due to funding issues
baclofen,DB00181,Muscle Spasticity,C0026838,NCT00280280,Terminated,Phase 1,low patient accrual
,DB00661,Heart failure,C0018801,NCT00589303,Terminated,Phase 3,Lack of funding
,DB00958,Marginal Zone B-Cell Lymphoma,C1367654,NCT04189952,Terminated,Phase 2,Investigator Decision
,DB00635,Asthma,C0004096,NCT01615874,Withdrawn,Phase 2,
,DB00934,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
,DB00675,Malignant neoplasm of breast,C0006142,NCT00002772,Terminated,Phase 3,poor accrual
loperamide,DB00836,Diarrhea,C0011991,NCT00444093,Terminated,Phase 3,bad recruitment
,DB00331,Malignant neoplasm of breast,C0006142,NCT04899349,Terminated,Phase 2,Study was early terminated due to slow recruitment and emerging data showing that prophylactic use of metformin may prevent or reduce the incidence of all-grades alpelisib-related hyperglycemia. The decision was not driven by safety concerns
metformin,DB00331,Malignant neoplasm of breast,C0006142,NCT01302002,Withdrawn,Early Phase 1,
modafinil,DB00745,Schizophrenia,C0036341,NCT00838227,Withdrawn,Phase 2,No source of funding to implement the study.
amiodarone,DB01118,"Hemorrhagic Fever, Ebola",C0282687,NCT02307591,Withdrawn,Phase 2/Phase 3,The Study could not be started due to an insufficient number of new EVD cases.
,DB00316,Pain,C0030193,NCT01842633,Terminated,Phase 3,
,DB00563,Rheumatoid Arthritis,C0003873,NCT01390441,Terminated,Phase 1,The study was terminated early by the Sponsor for business reasons.
metformin,DB00331,Pulmonary arterial hypertension,C2973725,NCT01352026,Withdrawn,Phase 2,Several therapeutic have been developed making more difficult the eligibility of patients - Recruitment of new centers wasn't possible due to competing trials
,DB00997,Malignant neoplasm of breast,C0006142,NCT02215876,Withdrawn,Phase 2,No patients recruited.
bortezomib,DB00188,Marginal Zone B-Cell Lymphoma,C1367654,NCT01460602,Withdrawn,Phase 1/Phase 2,Investigator has relocated to MD Anderson
,DB00734,Bipolar I disorder,C0853193,NCT00857818,Terminated,Phase 3,Slow Accrual
etoposide,DB00773,Peripheral T-Cell Lymphoma,C0079774,NCT00101205,Terminated,Phase 1,
flumazenil,DB01205,Hepatic Encephalopathy,C0019151,NCT02048969,Withdrawn,Phase 1/Phase 2,No subjects were able to be recruited for the study.
colecalciferol,DB00169,COVID19 (disease),C5203670,NCT04400890,Terminated,Phase 2,Feasibility
,DB00945,Acute Coronary Syndrome,C0948089,NCT02419820,Terminated,Phase 1,Sponsor Decision
deferasirox,DB01609,"Leukemia, Myelomonocytic, Chronic",C0023480,NCT01159067,Terminated,Phase 2,Low enrollment
fulvestrant,DB00947,Malignant neoplasm of breast,C0006142,NCT02115594,Withdrawn,Phase 2,Internal decision
,DB00207,Keratitis,C0022568,NCT01721694,Withdrawn,Phase 3,withdrawn by industry
dexamethasone phosphate,DB00002,Multiple Myeloma,C0026764,NCT00368121,Terminated,Phase 2,Lack of recruitable patients
,DB00297,Toothache,C0040460,NCT02862691,Terminated,Phase 2,Difficulty recruiting patients
dexamethasone phosphate,DB01234,Allergic Conjunctivitis,C0009766,NCT00881673,Withdrawn,Phase 2,Management decision
,DB00363,Schizophrenia,C0036341,NCT00216281,Terminated,Phase 3,
,DB00674,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
,DB00958,Neuroblastoma,C0027819,NCT00003273,Withdrawn,Phase 2,
docetaxel,DB01248,Malignant neoplasm of breast,C0006142,NCT00028483,Terminated,Phase 2,
,DB00091,Rheumatoid Arthritis,C0003873,NCT00282412,Terminated,Phase 1,No participant enrolled for three years. No plan to continue study.
,DB00997,Multiple Myeloma,C0026764,NCT01492881,Withdrawn,Phase 2,Doxil is currently unavailable
paclitaxel,DB01229,Malignant neoplasm of breast,C0006142,NCT00022230,Withdrawn,Phase 1/Phase 2,PI left Institution
tadalafil,DB00820,Non-Small Cell Lung Carcinoma,C0007131,NCT04069936,Terminated,Phase 2,Resourcing
memantine,DB01043,Alzheimer's Disease,C0002395,NCT00857233,Terminated,Phase 3,Please see explanation in the Detailed Description field.
,DB00987,Acute lymphoblastic leukemia - category,C1531702,NCT00187005,Terminated,Phase 3,Toxicity
,DB01234,Acute lymphoblastic leukemia - category,C1531702,NCT00439296,Terminated,Phase 1/Phase 2,The study was stopped due to poor accrual and lack of funding.
paclitaxel,DB01229,Non-Small Cell Lung Carcinoma,C0007131,NCT03064854,Terminated,Phase 1,Recruitment halted prematurely due to competitive landscape for lung cancer therapies
,DB00526,Biliary Tract Cancer,C0750952,NCT00955721,Terminated,Phase 1/Phase 2,Lack of Funding
dronabinol,DB00470,Chronic pain,C0150055,NCT02683018,Withdrawn,Phase 1,funding
,DB00564,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
,DB00986,Asthma,C0004096,NCT02127697,Withdrawn,Phase 3,
nivolumab,DB09035,Non-Small Cell Lung Carcinoma,C0007131,NCT03091491,Terminated,Phase 2,"Slow recruitment due to general pessimism for immunotherapy in NSCLC, availability of alternative therapy and clinician's choice to put patient on immunotherapy outside of trial setting."
aztreonam,DB00355,Cystic Fibrosis,C0010674,NCT03219164,Terminated,Phase 3,Study was terminated early by sponsor due to the challenges and risks introduced by Coronavirus disease 2019 (COVID-19) pandemic.
,DB09035,Nonsquamous nonsmall cell neoplasm of lung,C2585890,NCT02831933,Terminated,Phase 2,Lack of funding
,DB00673,Chemotherapy-induced nausea and vomiting,C0401160,NCT00818259,Terminated,Phase 1,Study terminated early prior to completing targeted enrollment of participants <6 months of age due to recruitment challenges.
,DB01022,Ulcerative Colitis,C0009324,NCT03358706,Suspended,Phase 1,unavailability of probe substrate
,DB00531,Malignant neoplasm of breast,C0006142,NCT00589238,Terminated,Phase 2,
pioglitazone,DB01132,Chronic Kidney Diseases,C1561643,NCT00368017,Terminated,Phase 2,unable to replace Fellow conducting the study who left institution in 2007
,DB00803,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
,DB06822,Pneumonia,C0032285,NCT01532544,Terminated,Phase 2,"Difficulty recruiting patients, company closed down"
leflunomide,DB01097,Rheumatoid Arthritis,C0003873,NCT00476996,Terminated,Phase 3,"Recruitment was fully completed for this study; however, the study was terminated during conduct after the primary endpoint analysis was completed."
nitric oxide,DB00435,Acute myocardial infarction,C0155626,NCT00568061,Terminated,Phase 2,Slow Enrollment
bendamustine,DB06769,Multiple Myeloma,C0026764,NCT02315157,Withdrawn,Phase 1,Withdrawn by PI
fingolimod,DB08868,Multiple Sclerosis,C0026769,NCT01647880,Terminated,Phase 2/Phase 3,delayed recruitment
methotrexate,DB00563,Malignant neoplasm of breast,C0006142,NCT01227408,Withdrawn,Phase 2,Sponsor withdrew due to funding issues
hydroxychloroquine,DB01611,COVID19 (disease),C5203670,NCT04372017,Terminated,Phase 3,Unlikelihood of benefit based on other studies.
,DB00072,Malignant neoplasm of breast,C0006142,NCT00130507,Terminated,Phase 2,A new alternative treatment caused the decrease in the rhythm of recruitment.
fulvestrant,DB00947,Malignant neoplasm of breast,C0006142,NCT04899349,Terminated,Phase 2,Study was early terminated due to slow recruitment and emerging data showing that prophylactic use of metformin may prevent or reduce the incidence of all-grades alpelisib-related hyperglycemia. The decision was not driven by safety concerns
heparin,DB01109,COVID19 (disease),C5203670,NCT04485429,Withdrawn,Phase 3,It was not possible to perform the study due to the availability and logistics of porcine heparin
sirolimus,DB00877,Acute lymphoblastic leukemia - category,C1531702,NCT00957320,Withdrawn,Phase 1,"no patients enrolled, decided not to pursue study"
morphine,DB00295,Opioid withdrawal,C0029104,NCT03678792,Withdrawn,Phase 3,Infeasible to conduct at this time.
mycophenolate mofetil,DB01024,Lupus Nephritis,C0024143,NCT01930890,Terminated,Phase 2,Results from pre-specified criteria in study NCT01499355 (211LE201) did not demonstrate sufficient efficacy to warrant continuation of the study
,DB00072,Malignant neoplasm of breast,C0006142,NCT00088985,Terminated,Phase 2,Funding unavailable
paclitaxel,DB01229,Non-Small Cell Lung Carcinoma,C0007131,NCT02737709,Terminated,Phase 2,The study have difficulty in recruiting subjectes
dobutamine,DB00841,Tetralogy of Fallot,C0039685,NCT00564993,Terminated,Phase 3,
,DB01033,Acute lymphoblastic leukemia - category,C1531702,NCT02518750,Terminated,Phase 2,Due to slow accrual
,DB00073,Diffuse large B-cell lymphoma refractory,C0855112,NCT02594163,Terminated,Phase 2,Sponsor decision based on portfolio prioritization
insulin glargine,DB00030,Diabetes Mellitus,C0011849,NCT00287066,Terminated,Phase 3,See termination reason in detailed description.
ezetimibe,DB00973,Dyslipidemias,C0242339,NCT00267267,Terminated,Phase 3,
,DB00997,Malignant neoplasm of breast,C0006142,NCT00665457,Terminated,Phase 2,study drug was removed from the market and low enrollment.
,DB01259,Malignant neoplasm of breast,C0006142,NCT00756470,Terminated,Phase 2,Slow accrual.
,DB01234,Multiple Myeloma,C0026764,NCT03117361,Terminated,Phase 2,PharmaMar has decided to end this study due to the slow recruitment rate of the trial
modafinil,DB00745,Parkinson Disease,C0030567,NCT02857244,Withdrawn,Phase 2,Site did not obtain LIRB approval due to medication usage.
paclitaxel,DB01229,Non-Small Cell Lung Carcinoma,C0007131,NCT03138889,Terminated,Phase 1/Phase 2,Sponsor decision
,DB00717,Endometriosis,C0014175,NCT03343067,Terminated,Phase 3,"The study was terminated early for business reasons, not for safety concerns."
colecalciferol,DB00169,Osteoporosis,C0029456,NCT00058188,Terminated,Phase 3,Closed by the research committee
losartan,DB00678,Cystic Fibrosis,C0010674,NCT03206788,Terminated,Phase 2,due to slow enrollment and approval of the Trikafta for CF patients
,DB00835,Coughing,C0010200,NCT01177852,Withdrawn,Phase 3,
melatonin,DB01065,COVID19 (disease),C5203670,NCT04474483,Terminated,Phase 2,difficult recruitment and complete first visit in person during thne hight of tne pandemic and later not enough subjects
,DB00564,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
,DB01558,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
misoprostol,DB00929,Menorrhagia,C0025323,NCT00953641,Withdrawn,Phase 3,"Principle Investigator retired, Resident moved away"
hydroxychloroquine,DB01611,COVID19 (disease),C5203670,NCT04363866,Withdrawn,Phase 2,discontinued in favor of more promising directions that may benefit patients
bupivacaine,DB00297,Chronic pain,C0150055,NCT01584947,Terminated,Phase 2,Because of a very slow patient recruitment.
azacitidine,DB00928,Multiple Myeloma,C0026764,NCT01908387,Terminated,Phase 1,Due to Slow Accrual study was terminated.
methylprednisolone,DB00959,Microscopic Polyarteritis,C2347126,NCT01408836,Terminated,Phase 2/Phase 3,Completed
thalidomide,DB01041,Multiple Myeloma,C0026764,NCT00538824,Terminated,Phase 2,low enrollment
,DB00188,Multiple Myeloma,C0026764,NCT00590603,Terminated,Phase 1,Poor accrual - terminated during Phase I; Phase II never started.
,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT00862134,Terminated,Phase 2,Interim analysis indicated low probability of clinically significant result
hydroxocobalamin,DB00200,Cerebral Edema,C0006114,NCT00243022,Terminated,Phase 2,Slow accrual
,DB00313,Dementia,C0497327,NCT00315900,Terminated,Phase 3,Investigator closed study and left VAMC.
mitoxantrone,DB01204,"Multiple Sclerosis, Secondary Progressive",C0751965,NCT00146159,Terminated,Phase 3,
,DB00317,Malignant neoplasm of breast,C0006142,NCT00206414,Terminated,Phase 2,Difficulty accruing subjects the study accrual was closed
voriconazole,DB00582,Invasive Pulmonary Aspergillosis,C0276653,NCT01188759,Withdrawn,Phase 3,
glycine,DB00145,Schizophrenia,C0036341,NCT00929370,Terminated,Phase 1,Study has now been terminated due to changes in project strategy. Current available data will be analysed and reported in a synoptic study report.
,DB00734,Schizophrenia,C0036341,NCT00364429,Terminated,Phase 1,terminated
,DB01174,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
,DB00945,Polycythemia Vera,C0032463,NCT00940784,Withdrawn,Phase 2,Could not get drug
heparin,DB01109,"Shock, Cardiogenic",C0036980,NCT00445211,Terminated,Phase 2,lack of enrollment
pregabalin,DB00230,Postherpetic neuralgia,C0032768,NCT01058642,Terminated,Phase 2,
finasteride,DB01216,Prostatic Hypertrophy,C1739363,NCT00064649,Terminated,Phase 3,Inability to recruit required sample size.
irinotecan,DB00762,Diarrhea,C0011991,NCT00006269,Terminated,Phase 3,
,DB01234,Blepharoconjunctivitis,C0005743,NCT00754949,Withdrawn,Phase 3,
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT03683277,Terminated,Phase 2,"Recruitment issue, 26 patients enrolled instead of 70 initially planned"
,DB00864,Acute lymphoblastic leukemia - category,C1531702,NCT01532635,Terminated,Phase 2,Slow accrual
,DB00945,Peripheral arterial stenosis,C4025272,NCT02433587,Withdrawn,Phase 3,Never recruited any patients.
paclitaxel,DB01229,Non-Small Cell Lung Carcinoma,C0007131,NCT03770299,Withdrawn,Phase 2,Business objectives have changed
levodopa,DB01235,Glioblastoma Multiforme,C1621958,NCT02176720,Terminated,Phase 1,PI left HMRI
,DB01181,Neuroblastoma,C0027819,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.
,DB01024,Chronic graft-versus-host disease,C0867389,NCT01898377,Terminated,Phase 2,New treatment option introduced for patients with the study indication
olanzapine,DB00334,Schizophrenia,C0036341,NCT04518319,Suspended,Phase 2,The COVID-19 affects the recruitment of patients.
timolol,DB00373,"Glaucoma, Open-Angle",C0017612,NCT00862472,Withdrawn,Phase 3,Management decision not to conduct an additional efficacy study.
,DB00531,Refractory acute myeloid leukemia,C4528668,NCT03602898,Withdrawn,Phase 2,Insufficient funding
doxorubicin,DB00997,Malignant neoplasm of breast,C0006142,NCT01131364,Terminated,Phase 1/Phase 2,
,DB00531,Malignant neoplasm of breast,C0006142,NCT00006126,Withdrawn,Phase 1,Unable to accrue subjects.
,DB00997,Malignant neoplasm of breast,C0006142,NCT01120171,Terminated,Phase 2,Due to poor accrual
cisplatin,DB00515,Non-Small Cell Lung Carcinoma,C0007131,NCT00887315,Terminated,Phase 2,Slow accrual and loss of sponsor
,DB06643,Metastatic Renal Cell Cancer,C0278678,NCT03408652,Terminated,Phase 3,lack of recruitment
,DB00851,"Malignant melanoma, metastatic",C0860594,NCT01705392,Terminated,Phase 2,Lack of financing of the study drug. Not sufficient financial support.
,DB00273,Epilepsy,C0014544,NCT00598923,Terminated,Early Phase 1,End of funding and low enrollment
hydrocortamate,DB00741,Obesity,C0028754,NCT01422707,Withdrawn,Early Phase 1,The study team decided not to pursue this study.
,DB00186,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
,DB00958,Non-Small Cell Lung Carcinoma,C0007131,NCT03064854,Terminated,Phase 1,Recruitment halted prematurely due to competitive landscape for lung cancer therapies
sildenafil,DB00203,Pulmonary arterial hypertension,C2973725,NCT00796510,Terminated,Phase 3,"Safety Issue: The trial was prematurely terminated on Dec 9, 2010, due to safety concerns, specifically new emerging evidence of hepatic injury"
letrozole,DB01006,Malignant neoplasm of breast,C0006142,NCT02730091,Terminated,Phase 3,
nivolumab,DB09035,Non-Small Cell Lung Carcinoma,C0007131,NCT05005273,Terminated,Phase 2,"The Study has been terminated due to safety reasons, adverse change in the risk/benefit."
,DB00073,Systemic Scleroderma,C0036421,NCT03593902,Terminated,Phase 2/Phase 3,PI Sabbatical
irinotecan,DB00762,Glioblastoma Multiforme,C1621958,NCT00984438,Withdrawn,Phase 1/Phase 2,No accrual
lapatinib,DB01259,Malignant neoplasm of breast,C0006142,NCT01199367,Terminated,Phase 1,The results of the dose escalation phase did not identify a well-tolerated dose that would permit further study in Phase 2.
zoledronic acid,DB00399,Acute lymphoblastic leukemia - category,C1531702,NCT02632903,Withdrawn,Phase 2,"While the clinical need for and the scientific merit remain valid, this regulated drug trial was not feasible logistically due to limited funds."
lenalidomide,DB00480,Multiple Myeloma,C0026764,NCT02145598,Terminated,Phase 2/Phase 3,Insufficient recruitment
enalapril,DB00584,"Malignant melanoma, metastatic",C0860594,NCT01705392,Terminated,Phase 2,Lack of financing of the study drug. Not sufficient financial support.
,DB00190,Acute onset pain,C0184567,NCT02116790,Withdrawn,Phase 2,
azacitidine,DB00928,Multiple Myeloma,C0026764,NCT00412919,Terminated,Phase 2,Lack of efficacy
methotrexate,DB00563,Aplastic Anemia,C0002874,NCT00578903,Terminated,Phase 2,
bosentan,DB00559,Sarcoidosis,C0036202,NCT00926627,Terminated,Phase 2,Not enough patients with the specified criteria could not
prednicarbate,DB00860,Asthma,C0004096,NCT01615874,Withdrawn,Phase 2,
nitric oxide,DB00435,COVID19 (disease),C5203670,NCT04601077,Terminated,Phase 1/Phase 2,The study stopped due to futility.
dexamethasone phosphate,DB01234,Relapse multiple myeloma,C2349261,NCT04355039,Withdrawn,Phase 1,Terminated for lack of funding.
,DB00721,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
lenalidomide,DB00480,Multiple Myeloma,C0026764,NCT02516696,Terminated,Phase 3,low enrollment
,DB00909,Schizoaffective Disorder,C0036337,NCT00734435,Terminated,Phase 2,Sponsor Decision- Financial Considerations
alefacept,DB00092,Aplastic Anemia,C0002874,NCT01267643,Terminated,Phase 1,Study drug not available at this time
norepinephrine,DB00742,Parkinson Disease,C0030567,NCT01927055,Terminated,Phase 3,Due to potential competition with a post-marketing study requested by FDA
busulfan,DB01008,"Niemann-Pick Disease, Type C",C0220756,NCT00668564,Terminated,Phase 2,Replaced by another study
ketamine,DB01221,Acute onset pain,C0184567,NCT03436121,Withdrawn,Phase 2/Phase 3,Ketamine shortage during the funding period of the trial
lisdexamfetamine,DB01255,Bulimia Nervosa,C2267227,NCT03397446,Terminated,Phase 2,"Loss of resources due to COVID-19 resulted in insufficient funds to complete the trial as planned. However, sufficient data was collected to fulfill the aims of the trial. Discontinuation is not related to the drug, its use, or adverse events."
,DB01171,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
naltrexone,DB00704,Ulcerative Colitis,C0009324,NCT01810185,Withdrawn,Phase 2,Low patient enrollment
,DB00072,Malignant neoplasm of breast,C0006142,NCT00674414,Terminated,Phase 2,IDMC decision due to accrual issue (82 pts accrued / 120 expected)
,DB01234,Multiple Myeloma,C0026764,NCT03000634,Withdrawn,Phase 2,Study was not and will not be initiated due to lack of funding.
prednisone,DB00635,Giant Cell Arteritis,C0039483,NCT02531633,Terminated,Phase 3,GSK decision to return rights to sirukumab to Janssen and discontinue sirukumab development in giant cell arteritis.
carboplatin,DB00958,Malignant neoplasm of breast,C0006142,NCT01333137,Terminated,Phase 1,
alendronic acid,DB00630,Osteoporosis,C0029456,NCT00471237,Terminated,Phase 2,Terminated for futility by sponsor after a pre-planned interim review of data
,DB00958,Non-Small Cell Lung Carcinoma,C0007131,NCT00960297,Terminated,Phase 2,Study was terminated due to slow accrual
valproic acid,DB00313,Scleroderma,C0011644,NCT02166229,Withdrawn,Phase 1/Phase 2,No subjects were enrolled.
valproic acid,DB00313,Systemic Scleroderma,C0036421,NCT02166229,Withdrawn,Phase 1/Phase 2,No subjects were enrolled.
prednicarbate,DB00860,Pemphigus,C0030807,NCT02613910,Terminated,Phase 3,Novartis has acquired the rights to ofatumumab and terminated the OPV116910 and OPV117059 studies. This decision is not linked to any safety consideration.
,DB00531,Aplastic Anemia,C0002874,NCT00578903,Terminated,Phase 2,
fenofibrate,DB01039,Primary Biliary Cholangitis,C0008312,NCT02965911,Withdrawn,Phase 1/Phase 2,No participants enrolled
alprostadil,DB00770,Pulmonary Hypertension,C0020542,NCT01467076,Terminated,Phase 2,The study was halted due to futility concerns based on the unmet benchmarks as specified in the pilot study protocol.
,DB00601,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
glycine,DB00145,Schizophrenia,C0036341,NCT00000372,Withdrawn,Phase 3,"Pairing D-Cycloserine with Clozapine was found to worsen negative side effects in patients with Schizophrenia, so the study was suspended."
,DB00958,Non-Small Cell Lung Carcinoma,C0007131,NCT02920450,Terminated,Phase 1/Phase 2,Slow accrual
,DB00531,"Lupus Erythematosus, Systemic",C0024141,NCT00626197,Terminated,Phase 3,Study was terminated due to an imbalance of serious and opportunistic infections in the ocrelizumab treated patients versus the placebo arm.
haloperidol,DB00502,Vomiting,C0042963,NCT01684969,Withdrawn,Early Phase 1,lack of accrual and funding is about to expire.
colecalciferol,DB00169,Crohn Disease,C0010346,NCT01046773,Terminated,Phase 1,Low enrollment
dexamethasone phosphate,DB01234,Non-Small Cell Lung Carcinoma,C0007131,NCT02410382,Terminated,Phase 2,"IRB suspension, did not resume"
cyclophosphamide,DB00531,Multiple Myeloma,C0026764,NCT00167180,Terminated,Phase 2,Accrual Goal Met
paclitaxel,DB01229,Malignant neoplasm of breast,C0006142,NCT02569489,Withdrawn,Phase 1,Reconsideration of Study Design; plan for alternative protocol
carboplatin,DB00958,Malignant neoplasm of breast,C0006142,NCT03147040,Terminated,Phase 2,At interim analysis insufficient benefit was observed to continu the study
donepezil,DB00843,Alzheimer's Disease,C0002395,NCT00874939,Terminated,Phase 1,
,DB00188,Multiple Myeloma,C0026764,NCT01548573,Terminated,Phase 2,Met study stopping rules
risperidone,DB00734,Schizophrenia,C0036341,NCT00645515,Terminated,Phase 3,"This study was terminated on November 20, 2003 because of poor recruitment. This study was not terminated due to safety/efficacy."
,DB00860,Ocular Hypertension,C0028840,NCT04005079,Withdrawn,Phase 3,not performing Trabectomes
,DB01268,Gastrointestinal Stromal Tumors,C0238198,NCT00372567,Terminated,Phase 3,See termination reason in detailed description.
,DB00563,Acute lymphocytic leukemia,C0023449,NCT02419755,Terminated,Phase 2,Accrual goals were no longer feasible based on restrictions imposed by the DSMB.
,DB01440,Hypersomnia,C0917799,NCT03626727,Withdrawn,Early Phase 1,Target study population was extremely difficult to recruit and planned study budget was exceeded
,DB00361,Malignant neoplasm of breast,C0006142,NCT02585388,Terminated,Phase 2,Treatment toxicity
,DB00104,Diarrhea,C0011991,NCT00006269,Terminated,Phase 3,
temozolomide,DB00853,Glioblastoma Multiforme,C1621958,NCT00376103,Terminated,Phase 1/Phase 2,Loss of funding from sponsor
