drug_name,drugbank_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
colecalciferol,DB00169,Vitamin D Deficiency,C0042870,NCT04120064,Terminated,Phase 1,"Covid19, not able to finish recruitment"
colecalciferol,DB00169,Vitamin D Deficiency,C0042870,NCT04840238,Suspended,Phase 2,insufficient recruit activity
colesevelam,DB00930,Multiple Myeloma,C0026764,NCT02619812,Terminated,Phase 2,Difficulty recruiting; pill burden and nausea were barriers
colistin,DB00803,Pneumonia,C0032285,NCT01863719,Terminated,Phase 1,"Completion of cohort 3, safety concerns"
crizotinib,DB08865,Non-Small Cell Lung Carcinoma,C0007131,NCT02584634,Terminated,Phase 1/Phase 2,The study was terminated since there was no need for further safety or efficacy data to be collected. The participants having benefit from the Investigational treatments have been moved to a continuation study (NCT05059522)
cromoglicic acid,DB01003,Amyotrophic Lateral Sclerosis,C0002736,NCT04428775,Terminated,Phase 2,Low enrollment
cromoglicic acid,DB01003,Ischemic stroke,C0948008,NCT03202147,Withdrawn,Phase 2,Study halted prematurely prior to initiation but potentially will resume in the future.
cyclophosphamide,DB00531,Acute lymphoblastic leukemia - category,C1531702,NCT02999854,Terminated,Phase 3,"Insufficient efficacy, terminated by Sponsor"
cyclophosphamide,DB00531,Burkitt Lymphoma,C0006413,NCT01163201,Withdrawn,Phase 1/Phase 2,Replaced by a new study
cyclophosphamide,DB00531,Crohn Disease,C0010346,NCT01836289,Withdrawn,Phase 1/Phase 2,Too difficult to recruit given new Crohn's medications approved
cyclophosphamide,DB00531,Crohn Disease,C0010346,NCT02676622,Withdrawn,Phase 2,PI moved to a different institution.
cyclophosphamide,DB00531,Glioblastoma Multiforme,C1621958,NCT00990496,Terminated,Phase 1,Accrual goals not met
cyclophosphamide,DB00531,Malignant neoplasm of breast,C0006142,NCT00074139,Withdrawn,Phase 1,No patients were enrolled
cyclophosphamide,DB00531,Malignant neoplasm of breast,C0006142,NCT00376805,Terminated,Phase 2,Withdrawn due to toxicity
cyclophosphamide,DB00531,Malignant neoplasm of breast,C0006142,NCT00925548,Terminated,Phase 3,See termination reason in the below Purpose statement
cyclophosphamide,DB00531,Malignant neoplasm of breast,C0006142,NCT01022138,Terminated,Phase 2,NA
cyclophosphamide,DB00531,Malignant neoplasm of breast,C0006142,NCT01120171,Terminated,Phase 2,Due to poor accrual
cyclophosphamide,DB00531,Malignant neoplasm of breast,C0006142,NCT01212887,Terminated,Phase 1,due to safety concerns and lack of efficacy
cyclophosphamide,DB00531,Malignant neoplasm of breast,C0006142,NCT01229605,Withdrawn,Phase 2,Study was not a good fit for the patient population seen at this hospital.
cyclophosphamide,DB00531,Malignant neoplasm of breast,C0006142,NCT01498588,Terminated,Phase 2,Slow accrual
cyclophosphamide,DB00531,Malignant neoplasm of breast,C0006142,NCT02153905,Terminated,Phase 1/Phase 2,"Slow, insufficient accrual."
cyclophosphamide,DB00531,Malignant neoplasm of breast,C0006142,NCT02215876,Withdrawn,Phase 2,No patients recruited.
cyclophosphamide,DB00531,Merkel cell carcinoma,C0007129,NCT04596033,Terminated,Phase 1,Business reasons
cyclophosphamide,DB00531,Metastatic Renal Cell Cancer,C0278678,NCT02867332,Withdrawn,Phase 1,No funding
cyclophosphamide,DB00531,Metastatic Uveal Melanoma,C4725091,NCT01814046,Terminated,Phase 2,Investigator left the National Institutes of Health (NIH)
cyclophosphamide,DB00531,Metastatic urothelial carcinoma,C4288754,NCT04639245,Terminated,Phase 1/Phase 2,Terminated due to slow accrual.
cyclophosphamide,DB00531,Multiple Myeloma,C0026764,NCT00167180,Terminated,Phase 2,Accrual Goal Met
cyclophosphamide,DB00531,Multiple Myeloma,C0026764,NCT00963872,Terminated,Phase 1/Phase 2,Lack of efficacy after interim analysis
cyclophosphamide,DB00531,Multiple Myeloma,C0026764,NCT03399448,Terminated,Phase 1,Sponsor has terminated trial to pursue other targets.
cyclophosphamide,DB00531,Multiple Myeloma,C0026764,NCT04025216,Terminated,Phase 1,The sponsor finds the risk/benefit analysis unfavorable and has terminated the study.
cyclophosphamide,DB00531,Multiple Sclerosis,C0026769,NCT00296205,Withdrawn,Phase 2,I am changing locations to Johns Hopkins Medical Center
cyclophosphamide,DB00531,"Multiple Sclerosis, Relapsing-Remitting",C0751967,NCT00939549,Withdrawn,Phase 2,Study revised to retrospective chart review
cyclophosphamide,DB00531,Neuroblastoma,C0027819,NCT00698009,Terminated,Phase 2,Slow accrual.
cyclophosphamide,DB00531,Neuroblastoma,C0027819,NCT02439788,Withdrawn,Phase 1,Based on newly available preclinical data we changed the CAR construct to a more effective version and will now study that product on a different protocol.
cyclophosphamide,DB00531,Non-Small Cell Lung Carcinoma,C0007131,NCT01015443,Terminated,Phase 3,The study is terminated prematurely as the sponsor decided to discontinue program with Tecemotide in NSCLC.
cyclophosphamide,DB00531,Non-Small Cell Lung Carcinoma,C0007131,NCT02419170,Withdrawn,Early Phase 1,Investigator who manufactured the vaccine left the university.
cyclophosphamide,DB00531,Non-Small Cell Lung Carcinoma,C0007131,NCT04596033,Terminated,Phase 1,Business reasons
cyclophosphamide,DB00531,Primary thymic carcinoma,C4302369,NCT01100944,Terminated,Phase 1/Phase 2,Principal investigator left the National Institutes of Health (NIH).
cyclophosphamide,DB00531,Recurrent Chronic Lymphoid Leukemia,C0854802,NCT03579888,Terminated,Phase 1,Study halted prematurely
cyclophosphamide,DB00531,Refractory acute myeloid leukemia,C4528668,NCT04893915,Withdrawn,Phase 2,No funding support
cyclophosphamide,DB00531,Relapsing acute myeloid leukemia,C2349276,NCT04893915,Withdrawn,Phase 2,No funding support
cyclophosphamide,DB00531,Renal Cell Carcinoma,C0007134,NCT04596033,Terminated,Phase 1,Business reasons
cyclophosphamide,DB00531,Scleroderma,C0011644,NCT00040651,Terminated,Phase 1,NA
cycloserine,DB00260,Pain,C0030193,NCT00301080,Terminated,Phase 3,Funding for the study fell through.
cycloserine,DB00260,Panic Disorder,C0030319,NCT01680107,Terminated,Phase 3,NA
daclizumab,DB00111,Aplastic Anemia,C0002874,NCT00001962,Terminated,Phase 2,DSMB recommended closing the study and publishing the results
danazol,DB01406,"Purpura, Thrombotic Thrombocytopenic",C0034155,NCT00953771,Terminated,Phase 2,low enrollment
dapsone,DB00250,Acne Vulgaris,C0001144,NCT01425320,Withdrawn,Phase 1,Study was never initiated due to company decision. No study subjects were ever enrolled or dosed.
dapsone,DB00250,Malaria,C0024530,NCT00126971,Suspended,Phase 1,NA
dapsone,DB00250,Pemphigus Vulgaris,C0030809,NCT00429533,Terminated,Phase 2,NA
daptomycin,DB00080,Meningitis,C0025289,NCT01522105,Terminated,Phase 1,Insufficient patient recruitment
darbepoetin alfa,DB00012,Chronic Kidney Diseases,C1561643,NCT00364845,Terminated,Phase 3,The reason for the discontinuation of the study is difficulty with recruitment and timely enrolment and is not related to safety concerns
darbepoetin alfa,DB00012,Chronic Kidney Diseases,C1561643,NCT00436748,Terminated,Phase 3,FDA and EMA agreed that the information that had been submitted to date was acceptable to meet the requirements of the post-marketing commitment.
darbepoetin alfa,DB00012,Chronic Kidney Diseases,C1561643,NCT00968617,Terminated,Phase 2,NA
darbepoetin alfa,DB00012,Chronic Kidney Diseases,C1561643,NCT01428154,Withdrawn,Phase 1,Difficulty in recruitment. PDCO in the Day 30 summary report agrred to remove the PK study in children <1 year of age.
darbepoetin alfa,DB00012,Congestive heart failure,C0018802,NCT00534456,Terminated,Phase 3,Study terminated
darbepoetin alfa,DB00012,Heart failure,C0018801,NCT00534456,Terminated,Phase 3,Study terminated
darbepoetin alfa,DB00012,Non-Small Cell Lung Carcinoma,C0007131,NCT00858364,Terminated,Phase 3,NA
dasatinib,DB01254,Acute lymphoblastic leukemia - category,C1531702,NCT00349518,Withdrawn,Phase 2/Phase 3,NA
dasatinib,DB01254,Malignant neoplasm of breast,C0006142,NCT00780676,Terminated,Phase 2,Closed early for futility.
dasatinib,DB01254,Malignant neoplasm of breast,C0006142,NCT01410708,Withdrawn,Phase 2,NA
dasatinib,DB01254,Multiple Myeloma,C0026764,NCT01643603,Terminated,Phase 1,Study terminated due to slow accrual.
dasatinib,DB01254,Mycosis Fungoides,C0026948,NCT01609816,Terminated,Phase 1,Low accrual. No Analyses were performed
dasatinib,DB01254,"Myeloid Leukemia, Chronic",C0023473,NCT00349518,Withdrawn,Phase 2/Phase 3,NA
dasatinib,DB01254,"Myeloid Leukemia, Chronic",C0023473,NCT00895297,Terminated,Phase 2,Slow recruitment. No safety concerns during this study.
dasatinib,DB01254,Polycythemia Vera,C0032463,NCT00538980,Terminated,Phase 2,This study was terminated due to lack of efficacy.
dasatinib,DB01254,Rhabdomyosarcoma,C0035412,NCT03041701,Terminated,Phase 1/Phase 2,The pharmaceutical company discontinued availability of the drug and we were forced to close the study before phase II was completed. Only one participant was enrolled on phase II.
dasatinib,DB01254,Triple Negative Breast Neoplasms,C3539878,NCT02720185,Terminated,Phase 2,Study terminated early due to COVID-19 related slow enrollment and funding
decitabine,DB01262,Myelofibrosis,C0026987,NCT02564536,Withdrawn,Phase 1,Lack of funding following full FDA clinical hold
decitabine,DB01262,Myelofibrosis,C0026987,NCT04283526,Withdrawn,Phase 1,This study was cancelled before enrolling any patients for business related reasons.
decitabine,DB01262,Non-Small Cell Lung Carcinoma,C0007131,NCT03233724,Terminated,Phase 1/Phase 2,Study terminated due to drug supply issues.
decitabine,DB01262,Primary Myelofibrosis,C0001815,NCT04283526,Withdrawn,Phase 1,This study was cancelled before enrolling any patients for business related reasons.
decitabine,DB01262,Refractory acute myeloid leukemia,C4528668,NCT03041688,Suspended,Phase 1,Other - Pending amendment
decitabine,DB01262,Refractory acute myeloid leukemia,C4528668,NCT04013880,Withdrawn,Phase 1/Phase 2,Loss of funding
decitabine,DB01262,Refractory acute myeloid leukemia,C4528668,NCT04493099,Withdrawn,Phase 1/Phase 2,The original sponsor was acquired by a new company and has elected to end funding for all Investigator Sponsored Trials (ISTs)
decitabine,DB01262,Renal Cell Carcinoma,C0007134,NCT00561912,Terminated,Phase 2,Low accrual.
deferasirox,DB01609,Chronic eosinophilic leukemia,C0346421,NCT01159067,Terminated,Phase 2,Low enrollment
deferasirox,DB01609,Iron Overload,C0282193,NCT00602446,Terminated,Phase 2,Due to slow accrual of patients
deferasirox,DB01609,Iron Overload,C0282193,NCT01159067,Terminated,Phase 2,Low enrollment
deferasirox,DB01609,Iron Overload,C0282193,NCT01927913,Withdrawn,Phase 2,This study was withdrawn until the evaluation of the nonclinical rat findings is complete.
deferasirox,DB01609,"Leukemia, Myelomonocytic, Chronic",C0023480,NCT01159067,Terminated,Phase 2,Low enrollment
deferasirox,DB01609,Malignant neoplasm of breast,C0006142,NCT00602446,Terminated,Phase 2,Due to slow accrual of patients
deferasirox,DB01609,Neuroblastoma,C0027819,NCT00602446,Terminated,Phase 2,Due to slow accrual of patients
deferasirox,DB01609,Primary Myelofibrosis,C0001815,NCT01159067,Terminated,Phase 2,Low enrollment
denosumab,DB06643,Dermatomyositis,C0011633,NCT02418273,Withdrawn,Phase 1/Phase 2,was not funded
denosumab,DB06643,Juvenile arthritis,C3495559,NCT02418273,Withdrawn,Phase 1/Phase 2,was not funded
denosumab,DB06643,Malignant neoplasm of breast,C0006142,NCT01077154,Terminated,Phase 3,Terminated: Amgen decision following Primary Analysis. Not due to safety reason
denosumab,DB06643,Malignant neoplasm of breast,C0006142,NCT01952054,Terminated,Phase 2,NA
denosumab,DB06643,Osteoporosis,C0029456,NCT01294397,Terminated,Phase 1,Lack of enrollment.
denosumab,DB06643,Osteoporosis,C0029456,NCT02418273,Withdrawn,Phase 1/Phase 2,was not funded
denosumab,DB06643,Osteoporosis,C0029456,NCT03457818,Terminated,Phase 2,Due to enrollment difficulties compounded by the COVID pandemic.
denosumab,DB06643,Osteoporosis,C0029456,NCT03960554,Terminated,Phase 2,Study lost funding
dexamethasone phosphate,DB00002,Multiple Myeloma,C0026764,NCT00368121,Terminated,Phase 2,Lack of recruitable patients
dexamethasone phosphate,DB00531,Malignant neoplasm of breast,C0006142,NCT00832338,Terminated,Phase 2,Funding withdrawn
dexamethasone phosphate,DB00531,Multiple Myeloma,C0026764,NCT03440411,Terminated,Phase 3,Low enrollment
dexamethasone phosphate,DB00531,Multiple Myeloma,C0026764,NCT04243109,Terminated,Phase 2,Low recruitment rate. Lack of interest of the sponsor.
dexamethasone phosphate,DB00537,Acute otitis externa,C0149948,NCT00945802,Terminated,Phase 3,NA
dexamethasone phosphate,DB00537,Otitis Externa,C0029878,NCT01910155,Terminated,Phase 3,FDA's draft guidance (March 2015) provided option of in-vitro or in-vivo studies for bioequivalence. Small study size resulted in negative culture rates.
dexamethasone phosphate,DB01234,Acute lymphoblastic leukemia - category,C1531702,NCT03705507,Terminated,Phase 1/Phase 2,"Poor recruitment, due to a change in the standard of care for this patient population with the use of CAR-T cells"
dexamethasone phosphate,DB01234,Amyloidosis,C0002726,NCT04984330,Withdrawn,Early Phase 1,Funding withdrawn
dexamethasone phosphate,DB01234,Anterior uveitis,C0042165,NCT00333996,Terminated,Phase 2/Phase 3,NA
dexamethasone phosphate,DB01234,COVID19 (disease),C5203670,NCT04360876,Withdrawn,Phase 2,Funding not received
dexamethasone phosphate,DB01234,COVID19 (disease),C5203670,NCT04395105,Terminated,Phase 3,Low rate of recruitment
dexamethasone phosphate,DB01234,Crohn Disease,C0010346,NCT01277289,Terminated,Phase 3,due to the big difficulty to enrol suitable patients
dexamethasone phosphate,DB01234,Malignant neoplasm of breast,C0006142,NCT00215748,Terminated,Phase 2,slow accrual
dexamethasone phosphate,DB01234,Malignant neoplasm of breast,C0006142,NCT01698281,Terminated,Phase 2,Poor recruitment
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT01660997,Withdrawn,Phase 2,NA
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT01832727,Terminated,Phase 1/Phase 2,Enrollment halted during phase 2 to reformulate the investigational product
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT01969565,Terminated,Phase 2,Logistical reasons
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT01979276,Terminated,Phase 1/Phase 2,"this study was terminated due to losing financial support, and enrollment challenges"
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT02289222,Terminated,Phase 1/Phase 2,"Due to the inclusion of an IMid in combination with pembrolizumab, Study Sponsor terminated the study."
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT02372240,Terminated,Phase 1/Phase 2,Dose limiting tox is observed. Study put on full clinical hold.
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT02402725,Withdrawn,Phase 2,poor accrual
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT02548962,Terminated,Phase 1/Phase 2,"After completing Phase 1, the Sponsor elected not to move forward with Phase 2."
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT02576977,Terminated,Phase 3,The study was terminated early due to business reasons
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT02661022,Terminated,Phase 1/Phase 2,NA
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT02807454,Terminated,Phase 2,Health Authority request due to class effect
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT02951117,Withdrawn,Phase 1,No participants enrolled
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT02952573,Terminated,Phase 2,Low patient accrual
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT03033316,Terminated,Phase 1/Phase 2,Patient enrolment issues
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT03104270,Terminated,Phase 2,The study was terminated early by Funding Sponsor due to low enrollment.
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT03201250,Terminated,Phase 1/Phase 2,"Phase I response to treatment was not as expected and the myeloma field in treatment has changed since initiating the study, so investigators felt the study should not be pursued into Phase II."
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT03492138,Terminated,Phase 1/Phase 2,Low enrollment
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT03567616,Terminated,Phase 2,"Following results of the primary progression-free survival analysis from Study NCT02755597, company-sponsored MM studies were placed on partial clinical hold (PCH). Sponsor did not pursue release of the PCH for this study."
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT03657420,Withdrawn,Phase 1,Funding withdrawn by sponsor
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT03683277,Terminated,Phase 2,"Recruitment issue, 26 patients enrolled instead of 70 initially planned"
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT03871829,Terminated,Phase 2,The decision was made to discontinue the 54767414MMY2065 study as the Data Review Committee recommendation was early stop of the study for futility.
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT04895410,Terminated,Phase 1,Strategic considerations
dexamethasone phosphate,DB01234,Non-Small Cell Lung Carcinoma,C0007131,NCT02410382,Terminated,Phase 2,"IRB suspension, did not resume"
dexamethasone phosphate,DB01234,Postoperative Nausea and Vomiting,C0520909,NCT01975727,Terminated,Phase 2,Study was halted prematurely for futility after an intermediate analysis
dexamethasone phosphate,DB01234,Relapse multiple myeloma,C2349261,NCT04355039,Withdrawn,Phase 1,Terminated for lack of funding.
dexamethasone phosphate,DB01234,Renal Cell Carcinoma,C0007134,NCT00176280,Withdrawn,Phase 2,Slow accrual
dexamethasone phosphate,DB01234,Sjogren's Syndrome,C1527336,NCT01316770,Terminated,Phase 2,Slow enrollment
dexamethasone phosphate,DB01234,Vomiting,C0042963,NCT01135550,Terminated,Phase 3,premature closure due to lack of accrual
dexamethasone phosphate,DB01234,Vomiting,C0042963,NCT01975727,Terminated,Phase 2,Study was halted prematurely for futility after an intermediate analysis
dexamethasone phosphate,DB06603,Multiple Myeloma,C0026764,NCT02756663,Withdrawn,Phase 2,NA
dexmedetomidine,DB00633,Dementia,C0497327,NCT05276830,Terminated,Phase 2,Study was terminated for business reasons; not due to safety or efficacy concerns
dexmedetomidine,DB00633,Parkinson Disease,C0030567,NCT00608231,Withdrawn,Phase 2/Phase 3,Intraoperative recording could not be maintained for required period
diazepam,DB00829,Epilepsy,C0014544,NCT02316847,Terminated,Phase 2,NA
diclofenac,DB00586,Otitis Externa,C0029878,NCT00523120,Terminated,Phase 2,NA
diclofenac,DB00586,Pain,C0030193,NCT00140933,Terminated,Phase 3,NA
diltiazem,DB00343,COVID19 (disease),C5203670,NCT05563168,Withdrawn,Phase 2,the epidemiological situation has changed considerably.
dimethyl fumarate,DB08908,Multiple Sclerosis,C0026769,NCT02428231,Terminated,Phase 3,Sponsor decision
dimethyl fumarate,DB08908,Scleroderma,C0011644,NCT02981082,Terminated,Phase 1,Low recruitment
dimethyl fumarate,DB08908,Systemic Scleroderma,C0036421,NCT02981082,Terminated,Phase 1,Low recruitment
dimethyl sulfoxide,DB01093,Erdheim-Chester Disease,C0878675,NCT03794297,Withdrawn,Phase 2,Inadequate accrual rate
dimethyl sulfoxide,DB01093,Overactive Bladder,C0878773,NCT00667095,Terminated,Phase 3,Study terminated early due to PI's extended medical leave.
dimethyl sulfoxide,DB01093,Urinary Incontinence,C0042024,NCT00667095,Terminated,Phase 3,Study terminated early due to PI's extended medical leave.
dipyridamole,DB00975,COVID19 (disease),C5203670,NCT05166876,Terminated,Phase 2,Low prevalence of COVID-19 in India led to lack of eligible subjects.
disulfiram,DB00822,Multiple Myeloma,C0026764,NCT04521335,Terminated,Phase 1,Closed at PI's Request
dobutamine,DB00841,Asthma,C0004096,NCT00763035,Terminated,Early Phase 1,Potential participants with COPD/asthma unwilling to participate.
dobutamine,DB00841,Tetralogy of Fallot,C0039685,NCT00564993,Terminated,Phase 3,NA
docetaxel,DB01248,Malignant neoplasm of breast,C0006142,NCT00041171,Withdrawn,Phase 3,The study was not activated.
docetaxel,DB01248,Malignant neoplasm of breast,C0006142,NCT00080626,Terminated,Phase 2,low accrual
docetaxel,DB01248,Malignant neoplasm of breast,C0006142,NCT00104624,Terminated,Phase 2,Toxicity issues
docetaxel,DB01248,Malignant neoplasm of breast,C0006142,NCT00206453,Terminated,Phase 2,accrual too difficult to meet
docetaxel,DB01248,Malignant neoplasm of breast,C0006142,NCT00288444,Terminated,Phase 1,NA
docetaxel,DB01248,Malignant neoplasm of breast,C0006142,NCT00524459,Terminated,Phase 2,Terminated by sponsor due to lack of funding
docetaxel,DB01248,Malignant neoplasm of breast,C0006142,NCT00539968,Terminated,Phase 1/Phase 2,NA
docetaxel,DB01248,Malignant neoplasm of breast,C0006142,NCT00852332,Terminated,Phase 2,The trial was stopped for futility in view of the results of the anticipated analysis
docetaxel,DB01248,Malignant neoplasm of breast,C0006142,NCT00937417,Withdrawn,Phase 1,Withdrawn because SWOG no longer pursuing this study at this time
docetaxel,DB01248,Metastatic non-small cell lung cancer,C0278987,NCT04863248,Terminated,Phase 2,"Treatment paradigm in second- and third-line NSCLC is shifting away from docetaxel, the backbone chemotherapy therapy used in this study."
docetaxel,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT00354562,Terminated,Phase 1/Phase 2,NA
docetaxel,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT00738387,Terminated,Phase 3,NA
docetaxel,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT01356368,Terminated,Phase 2,slow accrual rate
docetaxel,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT02157116,Terminated,Phase 2,Insufficient accrual to meet analysis goals
docetaxel,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT02346370,Terminated,Phase 1,Changing standard of care therapy regimen
docetaxel,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT03228186,Terminated,Phase 2,Pharmaceutical company discontinued the study drug.
docetaxel,DB01248,Rhabdomyosarcoma,C0035412,NCT05116800,Withdrawn,Phase 2,IND withdrawn
docetaxel,DB01248,Squamous non-small cell lung cancer,C4509816,NCT01911325,Terminated,Phase 1,Review of safety and preliminary efficacy data showed marginal anti-tumor activity.
docetaxel,DB01248,leiomyosarcoma,C0023269,NCT04906876,Withdrawn,Phase 2,IND withdrawn
docetaxel,DB01248,liposarcoma,C0023827,NCT05116800,Withdrawn,Phase 2,IND withdrawn
domperidone,DB01184,Gastroparesis,C0152020,NCT00760461,Terminated,Phase 2,Enrolled subjects were unable to receive drug from dispensing pharmacy.
domperidone,DB01184,Gastroparesis,C0152020,NCT01378884,Withdrawn,Phase 3,NA
domperidone,DB01184,Parkinson Disease,C0030567,NCT00305331,Terminated,Phase 2,lack of recruitment
domperidone,DB01184,Peripheral edema,C0085649,NCT00305331,Terminated,Phase 2,lack of recruitment
donepezil,DB00843,Alzheimer's Disease,C0002395,NCT00602680,Terminated,Phase 2,Insufficient expected benefit risk
donepezil,DB00843,Alzheimer's Disease,C0002395,NCT00693004,Terminated,Phase 2,NA
donepezil,DB00843,Alzheimer's Disease,C0002395,NCT00874939,Terminated,Phase 1,NA
donepezil,DB00843,Dementia,C0497327,NCT00874939,Terminated,Phase 1,NA
donepezil,DB00843,Schizophrenia,C0036341,NCT00206947,Terminated,Phase 2,No more funding
doripenem,DB06211,Meningitis,C0025289,NCT01366651,Terminated,Phase 1,Trial terminated early per business decision.
doxepin,DB01142,Primary thymic carcinoma,C4302369,NCT02062632,Terminated,Phase 2,Poor accrual
doxorubicin,DB00997,Malignant neoplasm of breast,C0006142,NCT00465673,Terminated,Phase 2,Low recruitment
doxorubicin,DB00997,Malignant neoplasm of breast,C0006142,NCT01333423,Withdrawn,Phase 1,NA
doxorubicin,DB00997,Malignant neoplasm of breast,C0006142,NCT02833766,Terminated,Phase 2,the trial was prematurely terminated as per SAKK board decision from 14th of November 2020. The trial is to be terminated after primary endpoint is reached.
doxorubicin,DB00997,Malignant neoplasm of breast,C0006142,NCT02850419,Withdrawn,Phase 2,Administrative
doxorubicin,DB00997,Rhabdomyosarcoma,C0035412,NCT02557854,Withdrawn,Phase 1,Lack of enrollment
doxycycline,DB00254,Anthrax disease,C0003175,NCT00964834,Terminated,Phase 1,Sister trial has SAE investigation underway - sponsor elected to withdraw as study expected to be repeated later
doxycycline,DB00254,Idiopathic Pulmonary Fibrosis,C1800706,NCT02759120,Terminated,Phase 3,Terminated for futility after review of first planned interim analysis.
doxycycline,DB00254,Mycosis Fungoides,C0026948,NCT02341209,Terminated,Phase 2,Low enrollment
dronabinol,DB00470,Chronic pain,C0150055,NCT02683018,Withdrawn,Phase 1,funding
dronabinol,DB00470,Multiple Sclerosis,C0026769,NCT00682929,Terminated,Phase 1/Phase 2,Unable to complete subject recruitment
dronabinol,DB00470,Multiple Sclerosis,C0026769,NCT03172741,Withdrawn,Phase 2/Phase 3,Did not pursue study
dronabinol,DB00470,Nausea,C0027497,NCT02608931,Withdrawn,Phase 2,Unable to begin study with drug provider
dronabinol,DB00470,Schizophrenia,C0036341,NCT01832766,Terminated,Phase 1/Phase 2,Unable to find subjects with schizophrenia that were using only cannabis
dronabinol,DB00470,Vomiting,C0042963,NCT02608931,Withdrawn,Phase 2,Unable to begin study with drug provider
dronedarone,DB04855,Atrial Fibrillation,C0004238,NCT01151137,Terminated,Phase 3,The study was stopped because of safety concerns
dronedarone,DB04855,Congestive heart failure,C0018802,NCT00696631,Terminated,Phase 3,Terminated as the active treatment was associated with an increased hazard
duloxetine,DB00476,Depressive disorder,C0011581,NCT03395353,Terminated,Phase 3,Business decision
duloxetine,DB00476,Major Depressive Disorder,C1269683,NCT01145755,Terminated,Phase 2,NA
duloxetine,DB00476,Major Depressive Disorder,C1269683,NCT01288079,Terminated,Phase 2,NA
duloxetine,DB00476,Major Depressive Disorder,C1269683,NCT03068247,Withdrawn,Phase 3,Institution was unable to manufacture radiotracer that was central to the protocol. Study transferred to another institution.
dutasteride,DB01126,Prostatic Hypertrophy,C1739363,NCT00431626,Terminated,Phase 3,Low enrollment
eltanolone,DB12308,COVID19 (disease),C5203670,NCT04537806,Terminated,Phase 3,Internal company decision
enocitabine,DB00541,Refractory acute myeloid leukemia,C4528668,NCT03519984,Terminated,Phase 1,Study drug supply issue
enocitabine,DB00563,Acute lymphoblastic leukemia - category,C1531702,NCT01187810,Terminated,Phase 1,drug supply
enocitabine,DB00619,"Myeloid Leukemia, Chronic",C0023473,NCT00219765,Terminated,Phase 1/Phase 2,NA
enocitabine,DB00741,Acute lymphoblastic leukemia - category,C1531702,NCT02535806,Terminated,Phase 2,Funding source discontinued
enocitabine,DB00741,Acute lymphocytic leukemia,C0023449,NCT02419755,Terminated,Phase 2,Accrual goals were no longer feasible based on restrictions imposed by the DSMB.
enocitabine,DB00773,Acute lymphoblastic leukemia - category,C1531702,NCT00187005,Terminated,Phase 3,Toxicity
enocitabine,DB00773,Acute lymphoblastic leukemia - category,C1531702,NCT02518750,Terminated,Phase 2,Due to slow accrual
enocitabine,DB00773,Burkitt Lymphoma,C0006413,NCT00776373,Terminated,Phase 1/Phase 2,NA
enocitabine,DB00773,Multiple Myeloma,C0026764,NCT00574080,Terminated,Phase 3,low accrual
enocitabine,DB00773,Multiple Myeloma,C0026764,NCT01653418,Terminated,Phase 2,Due to the high rate of morbidity and mortality
enocitabine,DB00773,Peripheral T-Cell Lymphoma,C0079774,NCT00632827,Terminated,Phase 2,Manufacturing shortage of both Diftitox and Doxil
enocitabine,DB00987,Refractory acute myeloid leukemia,C4528668,NCT02109627,Terminated,Phase 1,Low Accrual
enocitabine,DB00987,Relapsing acute myeloid leukemia,C2349276,NCT02109627,Terminated,Phase 1,Low Accrual
enocitabine,DB00987,Relapsing acute myeloid leukemia,C2349276,NCT04354025,Withdrawn,Phase 2,Principal investigator decided not to move forward with the study.
